Time;SS-RSRP
12:19:24;-105.6
12:19:24;-120.4
12:19:25;-102.65
12:19:25;-118.32
12:19:25;-118.34
12:19:25;-107.16
12:19:26;-133.84
12:19:26;-110.44
12:19:26;-129.59
12:19:26;-95.19
12:19:26;-133.69
12:19:26;-128.05
12:19:26;-128.26
12:19:26;-133.56
12:19:26;-110.21
12:19:26;-127.64
12:19:26;-111.73
12:19:26;-130.02
12:19:26;-135.46
12:19:26;-99.13
12:19:26;-128.13
12:19:26;-118.03
12:19:26;-125.72
12:19:26;-113.56
12:19:26;-129.55
12:19:26;-106.45
12:19:26;-121.28
12:19:26;-130.61
12:19:26;-124.13
12:19:28;-103.1
12:19:28;-112.96
12:19:28;-119.89
12:19:28;-111.06
12:19:28;-123.88
12:19:28;-112.85
12:19:28;-119.13
12:19:28;-99
12:19:28;-131.05
12:19:28;-114.98
12:19:28;-131.04
12:19:28;-131.11
12:19:28;-112.03
12:19:28;-131.16
12:19:28;-119.57
12:19:28;-113.95
12:19:28;-132.47
12:19:28;-123.65
12:19:28;-100.08
12:19:28;-113.18
12:19:28;-124.05
12:19:28;-129.1
12:19:28;-126
12:19:28;-115.07
12:19:28;-120.88
12:19:28;-131.13
12:19:28;-108.26
12:19:28;-123.35
12:19:28;-117.32
12:19:28;-107.32
12:19:30;-104.58
12:19:30;-111.06
12:19:30;-109.05
12:19:30;-124.69
12:19:30;-109.14
12:19:30;-121.71
12:19:30;-94.11
12:19:30;-134.19
12:19:30;-117.2
12:19:30;-134.71
12:19:30;-130.41
12:19:30;-108.5
12:19:30;-126.01
12:19:30;-120.12
12:19:30;-110.11
12:19:30;-133.25
12:19:30;-124.75
12:19:30;-97.7
12:19:30;-117.39
12:19:30;-119.14
12:19:30;-130.13
12:19:30;-130.53
12:19:30;-111.86
12:19:30;-128.8
12:19:30;-124.42
12:19:30;-104.87
12:19:30;-118.3
12:19:30;-120.24
12:19:30;-109.01
12:19:30;-126.59
12:19:32;-115.94
12:19:32;-96.95
12:19:32;-116.52
12:19:32;-120.82
12:19:32;-109.87
12:19:32;-132.32
12:19:32;-112.33
12:19:32;-128.9
12:19:32;-96.89
12:19:32;-129.05
12:19:32;-125.57
12:19:32;-111.78
12:19:32;-124.98
12:19:32;-125.73
12:19:32;-114.44
12:19:32;-129.58
12:19:32;-131.19
12:19:32;-102.66
12:19:32;-122.29
12:19:32;-120.53
12:19:32;-134.26
12:19:32;-135.59
12:19:32;-130.22
12:19:32;-116.59
12:19:32;-130.16
12:19:32;-126.36
12:19:32;-109.52
12:19:32;-118.66
12:19:32;-128.43
12:19:32;-113.66
12:19:32;-134.63
12:19:34;-114.12
12:19:34;-100.87
12:19:34;-114.81
12:19:34;-103.77
12:19:34;-134.66
12:19:34;-103.13
12:19:34;-129.61
12:19:34;-88.44
12:19:34;-121.38
12:19:34;-131.91
12:19:34;-128.8
12:19:34;-103.04
12:19:34;-119.13
12:19:34;-130.29
12:19:34;-103.68
12:19:34;-120.55
12:19:34;-93.05
12:19:34;-111.53
12:19:34;-124.62
12:19:34;-105.75
12:19:34;-129.59
12:19:34;-120.69
12:19:34;-100.44
12:19:34;-108.98
12:19:34;-131.38
12:19:36;-116.12
12:19:36;-98.48
12:19:36;-111.56
12:19:36;-107.1
12:19:37;-131.11
12:19:37;-105.96
12:19:37;-90.17
12:19:37;-126.32
12:19:37;-128.22
12:19:37;-131.75
12:19:37;-105.48
12:19:37;-121.21
12:19:37;-125.95
12:19:37;-106.22
12:19:37;-126.34
12:19:37;-94.34
